,gender,self_appointment,messages,video,audio,individual,family,sync_messages,features,friendliness,lgbtq,start_of_practice,approaches,professions,work_areas,non_working_areas,english,experience,age,education_counts,training_counts
52,woman,True,0.0,True,0.0,True,0.0,0.0,"['Гнев, злость, раздражение, агрессия', 'Cамооценка и самопринятие, неуверенность в себе', 'Депрессивное состояние, апатия ', 'Поиск себя и самоопределение, принятие решений', 'Отношения в паре, конфликты и кризисы', 'Детско-родительские отношения', 'Вопросы воспитания детей, принятие себя в роли родителей', 'Личные границы, манипуляции, сложности в общении', 'Тревога, страхи', 'Грусть, тоска, отчаяние']",63,,2015,['Позитивная психотерапия'],['Психолог'],"['Ревность, измена', 'Семейные отношения', 'Детско-родительские отношения', 'Страхи, фобии', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Хроническое подавленное состояние', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Кризисы и внутренние конфликты', 'Желание лучше узнать себя', 'Отношения с окружающими, трудности в общении']","['Сексуализированное насилие в отношении меня', 'Физическое насилие в отношении меня', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Я — автор насилия', 'Другие ситуации, связанные с насилием', 'Биполярно-аффективное расстройство', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Депрессия', 'Навязчивости, Обсессивно-компульсивное расстройство', 'Ипохондрия', 'Миграция, переезд', 'Намерение совершить самоубийство', 'Пограничное и нарциссическое расстройство личности', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости', 'Психология питания и расстройства пищевого поведения', 'Биполярное расстройство, эмоциональные качели', 'Проблемы с памятью, вниманием и мышлением']",,6.0,37.0,1,4
53,woman,True,0.0,True,1.0,True,0.0,0.0,"['Колебания настроения, эмоциональная нестабильность, агрессия', 'Cамооценка и самопринятие Внутренние конфликты и кризисы', 'Чувство вины и стыда', 'Чувство одиночества', 'Поиск себя и самоопределение', 'Желание найти партнера, Расставание/развод ', 'Детско-родительские отношения', 'Личные границы, манипуляции, сложности в общении', 'Выгорание, смена работы / учебы', 'Тревога, страхи', 'Неуверенность в себе; стеснительность; комплексы']",65,,2018,"['Арт-терапия', 'Эмоционально-образная терапия']",['Психолог'],"['Семейные отношения', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Другие вопросы, связанные с работой / учебой', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Тревога, волнение', 'Детские травмы', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Созависимость, контрзависимость', 'Кризисы и внутренние конфликты', 'Выгорание', 'Тело и психосоматика', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении']","['Ревность, измена', 'Сексуальные проблемы и вопросы', 'Навязчивости, Обсессивно-компульсивное расстройство', 'Беременность, роды, репродуктивные вопросы', 'Я — автор насилия', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Депрессия', 'Намерение совершить самоубийство', 'Суицидальные мысли и фантазии о смерти', 'Пограничное и нарциссическое расстройство личности', 'Злоупотребление веществами и хим. зависимости', 'Психология питания и расстройства пищевого поведения', 'Биполярное расстройство, эмоциональные качели', 'Проблемы с памятью, вниманием и мышлением', 'Сексуальная ориентация и вопросы идентичности']",,3.0,31.0,1,2
54,woman,True,1.0,True,1.0,True,0.0,0.0,"['Детско-родительские отношения', 'Отношения в паре', 'Самооценка и самопринятие', 'Трудности на работе / учебе', 'Поиск себя, принятие решений', 'Перинатальные темы', 'Личные границы и манипуляции', 'Детские травмы']",64,1.0,2018,"['Психодрама', 'Схема-терапия']",['Психолог'],"['Поиск партнера', 'Ревность, измена', 'Сексуальные проблемы и вопросы', 'Семейные отношения', 'Детско-родительские отношения', 'Сложные решения, серьезные перемены в жизни', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Другие вопросы, связанные с работой / учебой', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Тревога, волнение', 'Детские травмы', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Беременность, роды, репродуктивные вопросы', 'Отношения с деньгами', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Кризисы и внутренние конфликты', 'Выгорание', 'Стресс, напряжение', 'Желание лучше узнать себя', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении', 'Сексуальная ориентация и вопросы идентичности']","['Сниженное настроение', 'Навязчивости, Обсессивно-компульсивное расстройство', 'Сексуализированное насилие в отношении меня', 'Физическое насилие в отношении меня', 'Я — автор насилия', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Хроническое подавленное состояние', 'Депрессия', 'Намерение совершить самоубийство', 'Суицидальные мысли и фантазии о смерти', 'Нарушения сна', 'Пограничное и нарциссическое расстройство личности', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Психология питания и расстройства пищевого поведения', 'Биполярное расстройство, эмоциональные качели', 'Проблемы с памятью, вниманием и мышлением']",1.0,0.0,39.0,1,4
55,woman,True,0.0,True,0.0,True,1.0,1.0,"['Cамооценка и самопринятие', 'Чувство вины и стыда', 'Поиск себя и самоопределение', 'Детско-родительские отношения', 'Чувство одиночества, желание найти партнера', 'Отношения в паре', 'Личные границы, манипуляции', 'Трудности на работе / в учебе', 'Неуверенность в себе']",66,1.0,2017,['Психоанализ и психоаналитическая терапия'],['Психолог'],"['Поиск партнера', 'Ревность, измена', 'Семейные отношения', 'Детско-родительские отношения', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Другие вопросы, связанные с работой / учебой', 'Детские травмы', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Созависимость, контрзависимость', 'Кризисы и внутренние конфликты', 'Желание лучше узнать себя', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении', 'Сексуальная ориентация и вопросы идентичности']","['Страхи, фобии', 'Панические атаки', 'Навязчивости, Обсессивно-компульсивное расстройство', 'Сексуализированное насилие в отношении меня', 'Физическое насилие в отношении меня', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Депрессия', 'Намерение совершить самоубийство', 'Суицидальные мысли и фантазии о смерти', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости', 'Биполярное расстройство, эмоциональные качели', 'Проблемы с памятью, вниманием и мышлением']",,0.0,38.0,1,1
56,woman,True,0.0,True,1.0,True,1.0,1.0,"['Жизненный кризис', 'Самоопределение', 'Поиск себя', 'Проблемы в отношениях', 'Одиночество и поиск партнера', 'Проблемы в отношениях взрослых детей и родителей', 'Адаптация к жизни в другой стране', 'Аффективные и тревожные расстройства']",64,1.0,2014,"['Системная семейная психотерапия', 'Арт-терапия']",['Клинический психолог'],"['Поиск партнера', 'Ревность, измена', 'Сексуальные проблемы и вопросы', 'Семейные отношения', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Синдром самозванца', 'Прокрастинация, лень, низкая продуктивность', 'Тревога, волнение', 'Страхи, фобии', 'Панические атаки', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Хроническое подавленное состояние', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Созависимость, контрзависимость', 'Кризисы и внутренние конфликты', 'Желание лучше узнать себя', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении', 'Сексуальная ориентация и вопросы идентичности']","['Ипохондрия', 'Сексуализированное насилие в отношении меня', 'Физическое насилие в отношении меня', 'Я — автор насилия', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Намерение совершить самоубийство', 'Злоупотребление веществами и хим. зависимости']",,0.0,32.0,1,5
57,woman,True,0.0,True,1.0,True,0.0,1.0,"['Кризисы', 'Отношения с собой', 'Неуверенность в себе', 'Отношения с партнером', 'Переживание расставания/измены', 'Детско-родительские отношения', 'Расстройства пищевого поведения', 'Психосоматика', 'Сексуальные запросы у женщин', 'Отношения с телом', 'Психотравмы', 'Тревога, страхи', 'Послеродовая депрессия']",61,1.0,2018,"['Арт-терапия', 'Системная семейная психотерапия']",['Психолог'],"['Поиск партнера', 'Ревность, измена', 'Сексуальные проблемы и вопросы', 'Семейные отношения', 'Детско-родительские отношения', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Синдром самозванца', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Тревога, волнение', 'Страхи, фобии', 'Панические атаки', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Беременность, роды, репродуктивные вопросы', 'Отношения с деньгами', 'Я — автор насилия', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Созависимость, контрзависимость', 'Кризисы и внутренние конфликты', 'Нарушения сна', 'Выгорание', 'Стресс, напряжение', 'Желание лучше узнать себя', 'Тело и психосоматика', 'Нехимические зависимости', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении', 'Психология питания и расстройства пищевого поведения', 'Сексуальная ориентация и вопросы идентичности']","['Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Депрессия', 'Намерение совершить самоубийство', 'Суицидальные мысли и фантазии о смерти', 'Злоупотребление веществами и хим. зависимости', 'Проблемы с памятью, вниманием и мышлением']",,0.0,28.0,1,6
58,woman,True,0.0,True,0.0,True,1.0,0.0,"['Cамооценка и самопринятие', 'Внутренние конфликты и кризисы', 'Чувство вины и стыда', 'Созависимые отношения', 'Ревность и измены, расставание/развод', 'Сексуальные проблемы', 'Личные границы, манипуляции ', 'Психосоматика ', 'ПТСР', 'Острое горе', 'Тревога, страхи']",61,,2018,"['Системная семейная психотерапия', 'Психодрама']",['Психолог'],"['Ревность, измена', 'Сексуальные проблемы и вопросы', 'Семейные отношения', 'Тревога, волнение', 'Горе, утраты, потери', 'Отсутствие четкого запроса', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Кризисы и внутренние конфликты', 'Желание лучше узнать себя', 'Тело и психосоматика', 'Чувство вины и стыда', 'Отношения с окружающими, трудности в общении']","['Другие вопросы, связанные с работой / учебой', 'Ипохондрия', 'Панические атаки', 'Навязчивости, Обсессивно-компульсивное расстройство', 'Я — автор насилия', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Хроническое подавленное состояние', 'Депрессия', 'Баланс между жизнью и работой', 'Намерение совершить самоубийство', 'Суицидальные мысли и фантазии о смерти', 'Нарушения сна', 'Пограничное и нарциссическое расстройство личности', 'Злоупотребление веществами и хим. зависимости', 'Психология питания и расстройства пищевого поведения', 'Биполярное расстройство, эмоциональные качели', 'Проблемы с памятью, вниманием и мышлением']",,0.0,43.0,1,5
59,woman,True,0.0,True,1.0,True,0.0,0.0,"['Перепады настроения, срывы', 'Апатия, отсутствие энергии и сил', 'Поиск себя и самоопределение', 'Чувство одиночества, желание найти партнера', 'Отношения в паре', 'Личные границы, манипуляции', 'Трудности на работе / в учебе', 'Тревога, страхи, панические атаки', 'Неуверенность в себе']",66,1.0,2017,['Гештальт-терапия'],['Психолог'],"['Поиск партнера', 'Семейные отношения', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Тревога, волнение', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Детские травмы', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Созависимость, контрзависимость', 'Кризисы и внутренние конфликты', 'Желание лучше узнать себя', 'Эмоциональная нестабильность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении', 'Сексуальная ориентация и вопросы идентичности']","['Беременность, роды, репродуктивные вопросы', 'Я — автор насилия', 'Биполярно-аффективное расстройство', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Навязчивости, Обсессивно-компульсивное расстройство', 'Ипохондрия', 'Намерение совершить самоубийство', 'Тело и психосоматика', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости', 'Биполярное расстройство, эмоциональные качели']",,0.0,29.0,1,4
60,man,True,0.0,True,0.0,True,1.0,0.0,"['Колебания настроения, эмоциональная нестабильность, агрессия', 'Самоповреждающее поведение', 'Депрессивные и тревожные состояния', 'Суицидальные мысли', 'Усталость, вялость, нехватка сил', 'Постановка и достижение целей, повышение эффективности', 'Принятие решений, миграция', 'Поиск себя и самоопределение', 'Нехимические зависимости', 'Созависимые отношения', 'Личные границы, манипуляции, сложности в общении', 'Отношения в паре, конфликты и кризисы', 'Детско-родительские отношения', 'Проблемы планирования и воспитания детей, принятие себя в роли родителей', 'ПТСР, Работа с жертвами насилия', 'Острое горе, переживание потери', 'Панические атаки и страхи, навязчивые мысли и действия']",49,,2012,"['Системная семейная психотерапия', 'Гештальт-терапия']",['Психолог'],"['Поиск партнера', 'Ревность, измена', 'Сексуальные проблемы и вопросы', 'Семейные отношения', 'Детско-родительские отношения', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Другие вопросы, связанные с работой / учебой', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Ипохондрия', 'Тревога, волнение', 'Страхи, фобии', 'Панические атаки', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Отношения с деньгами', 'Физическое насилие в отношении меня', 'Я — автор насилия', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Хроническое подавленное состояние', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Созависимость, контрзависимость', 'Кризисы и внутренние конфликты', 'Нарушения сна', 'Выгорание', 'Стресс, напряжение', 'Желание лучше узнать себя', 'Тело и психосоматика', 'Нехимические зависимости', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание']","['Беременность, роды, репродуктивные вопросы', 'Злоупотребление веществами и хим. зависимости', 'Биполярное расстройство, эмоциональные качели']",,0.0,63.0,2,4
61,woman,True,0.0,True,0.0,True,0.0,0.0,"['Перепады настроения', 'Депрессивное состояние, апатия', 'Поиск себя и самоопределение', 'Отношения в паре', 'Личные границы, манипуляции', 'Трудности на работе / в учебе', 'Тревога, страхи, панические атаки', 'Детские травмы, ПТСР', 'Неуверенность в себе']",0,1.0,2017,['Когнитивно-поведенческая терапия'],['Психолог'],"['Поиск партнера', 'Семейные отношения', 'Сложные решения, серьезные перемены в жизни', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Другие вопросы, связанные с работой / учебой', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Ипохондрия', 'Тревога, волнение', 'Страхи, фобии', 'Панические атаки', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Отношения с деньгами', 'Хроническое подавленное состояние', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Созависимость, контрзависимость', 'Кризисы и внутренние конфликты', 'Выгорание', 'Стресс, напряжение', 'Желание лучше узнать себя', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении', 'Сексуальная ориентация и вопросы идентичности']","['Беременность, роды, репродуктивные вопросы', 'Горе, утраты, потери', 'Сексуализированное насилие в отношении меня', 'Физическое насилие в отношении меня', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Я — автор насилия', 'Другие ситуации, связанные с насилием', 'Биполярно-аффективное расстройство', 'Депрессия', 'Навязчивости, Обсессивно-компульсивное расстройство', 'Намерение совершить самоубийство', 'Суицидальные мысли и фантазии о смерти', 'Тело и психосоматика', 'Пограничное и нарциссическое расстройство личности', 'Злоупотребление веществами и хим. зависимости', 'Биполярное расстройство, эмоциональные качели', 'Проблемы с памятью, вниманием и мышлением']",,0.0,29.0,2,2
62,woman,True,0.0,False,0.0,True,1.0,1.0,"['Перепады настроения', 'Усталость, вялость, нехватка сил', 'Отношения в паре', 'Чувство одиночества, желание найти партнера', 'Личные границы, манипуляции', 'Постановка и достижение целей', 'Психосоматика', 'Неуверенность в себе', 'Вопросы воспитания детей, принятие себя в роли родителей', 'Детско-родительские отношения']",62,1.0,2015,"['Гештальт-терапия', 'Арт-терапия']",['Психолог'],"['Поиск партнера', 'Ревность, измена', 'Семейные отношения', 'Детско-родительские отношения', 'Сложные решения, серьезные перемены в жизни', 'Отношения и конфликты на работе', 'Другие вопросы, связанные с работой / учебой', 'Тревога, волнение', 'Апатия, усталость, нехватка сил', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Беременность, роды, репродуктивные вопросы', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Кризисы и внутренние конфликты', 'Желание лучше узнать себя', 'Эмоциональная нестабильность', 'Отношения с окружающими, трудности в общении']","['Навязчивости, Обсессивно-компульсивное расстройство', 'Панические атаки', 'Ипохондрия', 'Сексуализированное насилие в отношении меня', 'Физическое насилие в отношении меня', 'Я — автор насилия', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Депрессия', 'Намерение совершить самоубийство', 'Пограничное и нарциссическое расстройство личности', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости', 'Биполярное расстройство, эмоциональные качели']",,0.0,31.0,1,14
63,woman,True,1.0,False,0.0,True,0.0,0.0,"['Самоповреждающее поведение', 'Колебания настроения, эмоциональная нестабильность, срывы', 'Грусть, тоска, отчаяние', 'Апатия, отсутствие энергии и сил', 'Депрессивное состояние', 'Суицидальные мысли и намерения', 'Генерализованное тревожное расстройство', 'Панические атаки', 'Поиск себя и самоопределение, принятие решений', 'Личные границы и манипуляции, сложности в общении', 'Неуверенность в себе, стеснительность, комплексы']",64,,2016,['Интегративная психотерапия'],['Психолог'],"['Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Тревога, волнение', 'Страхи, фобии', 'Панические атаки', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Самооценка и самопринятие', 'Личные границы', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Хроническое подавленное состояние', 'Депрессия', 'Кризисы и внутренние конфликты', 'Намерение совершить самоубийство', 'Суицидальные мысли и фантазии о смерти', 'Нарушения сна', 'Тело и психосоматика', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Психология питания и расстройства пищевого поведения', 'Биполярное расстройство, эмоциональные качели']","['Семейные отношения', 'Детско-родительские отношения', 'Ипохондрия', 'Беременность, роды, репродуктивные вопросы', 'Я — автор насилия', 'Отношения с партнёром (партнёрами)', 'Созависимость, контрзависимость', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости', 'Сексуальная ориентация и вопросы идентичности']",,0.0,28.0,2,2
64,woman,True,0.0,True,1.0,True,0.0,0.0,"['Колебания настроения, эмоциональная нестабильность, срывы', 'Усталость; вялость; нехватка сил', 'Поиск себя, принятие решений', 'Чувство одиночества, желание найти партнера', 'Генерализованное тревожное расстройство', 'Отношения в паре, конфликты и кризисы', 'Личные границы, манипуляции, сложности в общении', 'Трудности и перемены на работе / в учебе', 'Тревога, страхи, панические атаки', 'Неуверенность в себе, стеснительность, комплексы']",63,,2013,"['Психодрама', 'Арт-терапия', 'Схема-терапия']",['Клинический психолог'],"['Поиск партнера', 'Ревность, измена', 'Семейные отношения', 'Детско-родительские отношения', 'Синдром самозванца', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Тревога, волнение', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Хроническое подавленное состояние', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Кризисы и внутренние конфликты', 'Выгорание', 'Стресс, напряжение', 'Желание лучше узнать себя', 'Эмоциональная нестабильность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении', 'Биполярное расстройство, эмоциональные качели']","['Беременность, роды, репродуктивные вопросы', 'Тело и психосоматика', 'Пограничное и нарциссическое расстройство личности', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости', 'Психология питания и расстройства пищевого поведения', 'Проблемы с памятью, вниманием и мышлением']",,0.0,31.0,1,6
65,woman,True,1.0,False,0.0,True,0.0,0.0,"['Колебания настроения, эмоциональная нестабильность, срывы', 'Апатия, отсутствие энергии и сил', 'Гнев, злость, раздражение; агрессия', 'Чувство одиночества, желание найти партнера', 'Поиск себя и самоопределение, принятие решений', 'Расстройства пищевого поведения', 'Детско-родительские отношения', 'Вопросы воспитания и планирования детей', 'Личные границы, манипуляции, сложности в общении', 'Трудности и перемены на работе / в учебе', 'Принятие своего тела и внешности', 'Детские травмы', 'Тревога, страхи', 'Неуверенность в себе, стеснительность, комплексы']",59,1.0,2010,['Гештальт-терапия'],['Психолог'],"['Поиск партнера', 'Ревность, измена', 'Семейные отношения', 'Детско-родительские отношения', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Другие вопросы, связанные с работой / учебой', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Ипохондрия', 'Тревога, волнение', 'Страхи, фобии', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Детские травмы', 'Самооценка и самопринятие', 'Личные границы', 'Отсутствие четкого запроса', 'Беременность, роды, репродуктивные вопросы', 'Отношения с деньгами', 'Хроническое подавленное состояние', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Созависимость, контрзависимость', 'Кризисы и внутренние конфликты', 'Нарушения сна', 'Выгорание', 'Стресс, напряжение', 'Желание лучше узнать себя', 'Тело и психосоматика', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении', 'Психология питания и расстройства пищевого поведения', 'Сексуальная ориентация и вопросы идентичности']","['Биполярно-аффективное расстройство', 'Я — автор насилия', 'Суицидальные мысли и фантазии о смерти']",,0.0,36.0,2,7
66,man,False,0.0,False,0.0,False,1.0,0.0,"['Перепады настроения, срывы', 'Сниженное настроение, апатия', 'Состояния на грани', 'Личные границы, манипуляции', 'Отношения в паре', 'Поиск себя и самоопределение', 'Чувство одиночества, желание найти партнера', 'Трудности на работе / в учебе', 'Психосоматика', 'Тревога, страхи, панические атаки', 'Неуверенность в себе']",62,1.0,2008,"['Процессуальная терапия', 'Когнитивно-поведенческая терапия', 'Схема-терапия']",['Психолог'],"['Поиск партнера', 'Ревность, измена', 'Сексуальные проблемы и вопросы', 'Семейные отношения', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Другие вопросы, связанные с работой / учебой', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Ипохондрия', 'Тревога, волнение', 'Страхи, фобии', 'Панические атаки', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Биполярно-аффективное расстройство', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Отсутствие четкого запроса', 'Отношения с деньгами', 'Сексуализированное насилие в отношении меня', 'Физическое насилие в отношении меня', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Хроническое подавленное состояние', 'Депрессия', 'Баланс между жизнью и работой', 'Отношения с партнёром (партнёрами)', 'Расставание, развод', 'Созависимость, контрзависимость', 'Кризисы и внутренние конфликты', 'Намерение совершить самоубийство', 'Суицидальные мысли и фантазии о смерти', 'Нарушения сна', 'Выгорание', 'Стресс, напряжение', 'Желание лучше узнать себя', 'Тело и психосоматика', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении', 'Биполярное расстройство, эмоциональные качели', 'Сексуальная ориентация и вопросы идентичности']","['Беременность, роды, репродуктивные вопросы', 'Проблемы с памятью, вниманием и мышлением']",1.0,0.0,38.0,1,6
